Token.ID,Variety,Corpus,Speaker,Speaker.sex,Speaker.YOB,Speaker.age,Context,Inclusion,Inclusion.comments,Persistence,Final.sibilancy,Semantic.relation,Response.variable,Possessor,Possessor.head,Possessor.animacy,Possessor.definiteness,Possessor.length,Possessor.coordinated,Possessor.contains.contraction,Possessor.contains.acronym,Possessor.contains.multiword.number,Possessor.contains.potentially.relevant.like,Possessum,Possessum.head,Possessum.length,Possessum.coordinated,Possessum.contains.contraction,Possessum.contains.acronym,Possessum.contains.multiword.number,Possessum.contains.potentially.relevant.like
gen-0994,CAN,Canadian,jdowell,F,1950,56,"I went to the Lar-exchange, and the LADY'S house that we stayed in, I just- I thought holy man,",y,,none,0,O,s-genitive,the lady,lady,A,Definite,2,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-0995,CAN,Canadian,jclarke,F,1948,56,MY FATHER'S parents came from Kiev,y,,,0,K,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,parents,parents,1,0,0,0,0,0
gen-0996,CAN,Canadian,jclarke,F,1948,56,MY MOTHER'S um mother came from ah Minsk,y,,,0,K,s-genitive,my mother,mother,A,Definite,2,0,0,0,0,0,mother,mother,1,0,0,0,0,0
gen-0997,CAN,Canadian,jclarke,F,1948,56,we um found out from MY HUSBAND'S mother that his father had grown up two streets north of here,y,,,0,K,s-genitive,my husband,husband,A,Definite,2,0,0,0,0,0,mother,mother,1,0,0,0,0,0
gen-0998,CAN,Canadian,jclarke,F,1948,56,"obviously more formal than say when I 'm talking to MY SISTER'S step-children or something like that,",y,,,0,K,s-genitive,my sister,sister,A,Definite,2,0,0,0,0,0,step-children,step-children,2,0,0,0,0,0
gen-0999,CAN,Canadian,jclarke,F,1948,56,the kids laugh because I was try- trying to get SOMEBODY'S attention.,y,,,0,N,s-genitive,somebody,somebody,A,Indefinite,1,0,0,0,0,0,attention,attention,1,0,0,0,0,0
gen-1000,CAN,Canadian,ekoot,F,1946,58,Um MY FATHER'S family came to Canada in the late Seventeen-hundreds ,y,,none,0,K,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,family,family,1,0,0,0,0,0
gen-1001,CAN,Canadian,ekoot,F,1946,58,"My- MY FATHER'S family, before he came along, were all in the printing business.",y,,none,0,K,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,family,family,1,0,0,0,0,0
gen-1002,CAN,Canadian,ekoot,F,1946,58,Um my fa-- MY MOTHER'S father was a- a sergeant in the O-P-P. ,y,,s-genitive,0,K,s-genitive,my mother,mother,A,Definite,2,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-1003,CAN,Canadian,ekoot,F,1946,58,This is according to BETTY'S mother who grew up here. ,y,,none,0,K,s-genitive,Betty,Betty,A,Definite-pn,1,0,0,0,0,0,mother,mother,1,0,0,0,0,0
gen-1004,CAN,Canadian,ekoot,F,1946,58,Um MY FATHER'S people did help build some of the-Annex.,y,,none,0,N,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,people,people,1,0,0,0,0,0
gen-1005,CAN,Canadian,ekoot,F,1946,58,"I think, OTHER PEOPLE'S parents didn µt talk about. ",y,,none,0,K,s-genitive,other people,people,A,Indefinite,2,0,0,0,0,0,parents,parents,1,0,0,0,0,0
gen-1006,CAN,Canadian,ekoot,F,1946,58,And the same with MY SON'S children. ,y,,none,0,K,s-genitive,my son,son,A,Definite,2,0,0,0,0,0,children,children,1,0,0,0,0,0
gen-1007,CAN,Canadian,ekoot,F,1946,58,"But anyhow, MARY-KAY'S kids, who are just finishing grade-seven,",y,,none,0,K,s-genitive,Mary-Kay,Mary-Kay,A,Definite-pn,2,0,0,0,0,0,kids,kids,1,0,0,0,0,0
gen-1008,CAN,Canadian,ekoot,F,1946,58,"and MY FATHER'S people had been in Canada, s-- and- and is again a Scottish background.",y,,none,0,N,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,people,people,1,0,0,0,0,0
gen-1009,CAN,Canadian,ekoot,F,1946,58,Um MY SISTER'S kids grew up in Th-- in Unionville.,y,,none,0,K,s-genitive,my sister,sister,A,Definite,2,0,0,0,0,0,kids,kids,1,0,0,0,0,0
gen-1010,CAN,Canadian,bblackwell,M,1944,60,"and we knock on MISTER CHARLES' dressing-room door, ",y,,none,1,N,s-genitive,Mister Charles,Mister Charles,A,Definite-pn,2,0,0,0,0,0,dressing-room door,door,3,0,0,0,0,0
gen-1011,CAN,Canadian,bblackwell,M,1944,60,Jerry-Slaughter was THE BANDLEADER'S name.,y,,none,0,N,s-genitive,the bandleader,bandleader,A,Definite,2,0,0,0,0,0,name,name,1,0,0,0,0,0
gen-1012,CAN,Canadian,bblackwell,M,1944,60,"In fact, took my books and he found out THE GIRL'S name. ",y,,none,0,N,s-genitive,the girl,girl,A,Definite,2,0,0,0,0,0,name,name,1,0,0,0,0,0
gen-1013,CAN,Canadian,bblackwell,M,1944,60,And- and he looked over at- at- after WAYNE-SHORTER'S solo one night.,y,,none,0,N,s-genitive,Wayne-Shorter,Wayne-Shorter,A,Definite-pn,2,0,0,0,0,0,solo,solo,1,0,0,0,0,0
gen-1014,CAN,Canadian,bblackwell,M,1944,60,And it was called Air-Sound and that was MCCARTNEY'S studio.,y,,none,0,O,s-genitive,McCartney,McCartney,A,Definite-pn,1,0,0,0,0,0,studio,studio,1,0,0,0,0,0
gen-1015,CAN,Canadian,bblackwell,M,1944,60,So my cousin offered me- my- BROOK'S father offered me a job.,y,,none,0,K,s-genitive,Brook,Brook,A,Definite-pn,1,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-1016,CAN,Canadian,bblackwell,M,1944,60,"ah his brother, who is ah- ah the Barenaked-Ladies TYLER'S father- ",y,,none,0,K,s-genitive,Tyler,Tyler,A,Definite-pn,1,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-1017,CAN,Canadian,bblackwell,M,1944,60,"HER HUSBAND'S boyfriend- her husbandãs wo-- girlfriend,",y,,s-genitive,0,N,s-genitive,her husband,husband,A,Definite,2,0,0,0,0,0,boyfriend,boyfriend,1,0,0,0,0,0
gen-1018,CAN,Canadian,bblackwell,M,1944,60,"...she says, ¶Do you have BOBBY'S phone-number?÷ ",y,,s-genitive,0,N,s-genitive,Bobby,Bobby,A,Definite-pn,1,0,0,0,0,0,phone-number,phone-number,2,0,0,0,0,0
gen-1019,CAN,Canadian,bblackwell,M,1944,60,"She says, ¶Do you have um- do you have BOBBY'S phone-number?÷ ",y,,s-genitive,0,N,s-genitive,Bobby,Bobby,A,Definite-pn,1,0,0,0,0,0,phone-number,phone-number,2,0,0,0,0,0
gen-1020,CAN,Canadian,jschellden,M,1947,60,My FATHER'S name was Alex.,y,,none,0,N,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,name,name,1,0,0,0,0,0
gen-1021,CAN,Canadian,jschellden,M,1947,60,I was racking my brain trying to think of the SISTER'S name.,y,,none,0,N,s-genitive,the sister,sister,A,Definite,2,0,0,0,0,0,name,name,1,0,0,0,0,0
gen-1022,CAN,Canadian,jschellden,M,1947,60,And my aunt lived right- almost across the street.  My- my FATHER'S sister um- just about half way between um- ah Octavius-Street and Murney-Street ,y,,none,0,K,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,sister,sister,1,0,0,0,0,0
gen-1023,CAN,Canadian,jschellden,M,1947,60,So whenever we went anywhere we had to walk up the hill and borrow my AUNT EDIE'S car and go and do whatever we had to do.,y,,s-genitive,0,O,s-genitive,aunt Edie,aunt Edie,A,Definite-pn,2,0,0,0,0,0,car,car,1,0,0,0,0,0
gen-1024,CAN,Canadian,jschellden,M,1947,60,I went to MRS.-WINKLER'S nursery school.,y,,none,0,N,s-genitive,Mrs Winkler,Mrs. Winkler,A,Definite-pn,2,0,0,0,0,0,nursery school,school,2,0,0,0,0,0
gen-1025,CAN,Canadian,jschellden,M,1947,60,Most of my summers were spend on Cape-Cod because my MOTHER'S sister lived in Cape-Cod.,y,,none,0,K,s-genitive,my mother,mother,A,Definite,2,0,0,0,0,0,sister,sister,1,0,0,0,0,0
gen-1026,CAN,Canadian,jschellden,M,1947,60,"we would borrow my AUNT'S car, my aunt Edie's car and we would- we would go to the cape and visit",y,,s-genitive,0,O,s-genitive,my aunt,aunt,A,Definite,2,0,0,0,0,0,car,car,1,0,0,0,0,0
gen-1027,CAN,Canadian,jschellden,M,1947,60,"we would borrow my aunts car, my aunt EDIE'S car and we would- we would go to the cape and visit",y,,s-genitive,0,O,s-genitive,my aunt Edie,aunt Edie,A,Definite-pn,3,0,0,0,0,0,car,car,1,0,0,0,0,0
gen-1028,CAN,Canadian,jschellden,M,1947,60,I had written an exam in the morning and I had gone down to my FATHER'S barber shop and I was in the barber shop when it came over the radio.,y,,none,0,O,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,barber shop,shop,2,0,0,0,0,0
gen-1029,CAN,Canadian,jschellden,M,1947,60,Borrow my AUNT'S car and go to ah Bloomfield to ah Maple-Inn.,y,,none,0,O,s-genitive,my aunt,aunt,A,Definite,2,0,0,0,0,0,car,car,1,0,0,0,0,0
gen-1030,CAN,Canadian,ltipper,F,1944,60,MY FATHER'S family was from England,y,,,0,K,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,family,family,1,0,0,0,0,0
gen-1031,CAN,Canadian,ltipper,F,1944,60,"I kept saying to people, you-know, ""Where else in a PERSON'S life would they have to have five days of solid testing?",y,,,0,N,s-genitive,a person,person,A,Indefinite,2,0,0,0,0,0,life,life,1,0,0,0,0,0
gen-1032,CAN,Canadian,mbuick,F,1944,60,"we always had a lot of fun with, you-know, all THE NEIGHBOURS' children and stuff-like-that.",y,,,1,K,s-genitive,the neighbour,neighbour,A,Definite,2,0,0,0,0,0,children,children,1,0,0,0,0,0
gen-1033,CAN,Canadian,gpatry,M,1946,61,"we had was ROY BULER'S dad, Hank.",y,,none,0,K,s-genitive,Roy Buler,Roy Buler,A,Definite-pn,2,0,0,0,0,0,dad,dad,1,0,0,0,0,0
gen-1034,CAN,Canadian,gpatry,M,1946,61,you-know where LEIGHIE'S place is up at the top of the hill?,y,,none,0,O,s-genitive,Leighie,Leighie,A,Definite-pn,1,0,0,0,0,0,place,place,1,0,0,0,0,0
gen-1035,CAN,Canadian,gpatry,M,1946,61,the LEIGHIE'S farm is where they have- sell the corn,y,,s-genitive,0,O,s-genitive,Leighie,Leighie,A,Definite-pn,1,0,0,0,0,0,farm,farm,1,0,0,0,0,0
gen-1036,CAN,Canadian,kvalentin,M,1943,61,it 's the hub of new Canadians developing themselves.,y,,,1,N,of-genitive,new Canadians,Canadians,A,Indefinite,2,0,0,0,0,0,the hub,hub,1,0,0,0,0,0
gen-1037,CAN,Canadian,rdubeau,M,1944,61,But you still need the input OF THE WOMAN AND THE MAN and I think to- to discipline a child and to- to have a proper upbringing.,y,,s-genitive,0,N,of-genitive,the woman and the man,woman,A,Definite,5,1,0,0,0,0,the input,input,1,0,0,0,0,0
gen-1038,CAN,Canadian,rdubeau,M,1944,61,I have pictures of me with EDDIE-BOYD'S machine-gun.,y,,,0,O,s-genitive,Eddie-Boyd,Eddie-Boyd,A,Definite-pn,2,0,0,0,0,0,machine-gun,machine-gun,2,0,0,0,0,0
gen-1039,CAN,Canadian,rdubeau,M,1944,61,Who was A POOR-MAN'S Marilyn-Monroe.,y,,,0,N,s-genitive,a poor man,man,A,Indefinite,3,0,0,0,0,0,Marilyn-Monroe,Marilyn-Monroe,2,0,0,0,0,0
gen-1040,CAN,Canadian,rdubeau,M,1944,61,"So ah, I sent in and said, HONEST-ED'S prices are like Jayne-Mansfield. They 're busting out all over"" type-of-thing. And they rejected it.",y,,,0,N,s-genitive,Honest-Ed,Honest-Ed,A,Definite-pn,2,0,0,0,0,0,prices,prices,1,0,0,0,0,0
gen-1041,CAN,Canadian,rdubeau,M,1944,61,Ah he was MY BEST-FRIEND'S son who kept going to jail,y,,,0,K,s-genitive,my best-friend,friend,A,Definite,3,0,0,0,0,0,son,son,1,0,0,0,0,0
gen-1042,CAN,Canadian,rdubeau,M,1944,61,You were dating SOMEBODY'S daughter.,y,,,0,K,s-genitive,somebody,somebody,A,Indefinite,1,0,0,0,0,0,daughter,daughter,1,0,0,0,0,0
gen-1043,CAN,Canadian,rpowlett,M,1943,62,"They 're getting WHITE-PEOPLES' history, right, in the schools.",y,,none,1,N,s-genitive,white peoples,peoples,A,Indefinite,2,0,0,0,0,0,history,history,1,0,0,0,0,0
gen-1044,CAN,Canadian,rpowlett,M,1943,62,"So every time the fruit came in, all the kids would- (laughs) would go and raid THESE GUYS' trees and steal their fruit and eat it, right?",y,,,1,O,s-genitive,these guys,guys,A,Definite,2,0,0,0,0,0,trees,trees,1,0,0,0,0,0
gen-1045,CAN,Canadian,rpowlett,M,1943,62,He knew EVERYBODY'S name in your band.,y,,,0,N,s-genitive,everybody,everybody,A,Definite,1,0,0,0,0,0,name,name,1,0,0,0,0,0
gen-1047,CAN,Canadian,rpowlett,M,1943,62,The thing 's just polluting EVERYBODY'S air.,y,,,0,N,s-genitive,everybody,everybody,A,Definite,1,0,0,0,0,0,air,air,1,0,0,0,0,0
gen-1048,CAN,Canadian,rpowlett,M,1943,62,"You 'd just go through SOMEBODY'S backyard, jump the fence,",y,,,0,O,s-genitive,somebody,somebody,A,Indefinite,1,0,0,0,0,0,backyard,backyard,1,0,0,0,0,0
gen-1049,CAN,Canadian,rpowlett,M,1943,62,"jump the fence, and go through SOMEBODY ELSE'S backyard and get out on the street, right?",y,,,1,O,s-genitive,somebody else,somebody,A,Indefinite,2,0,0,0,0,0,backyard,backyard,1,0,0,0,0,0
gen-1050,CAN,Canadian,rpowlett,M,1943,62,"I mean, we could draw you a map and say, ""Well, there 's a peach-tree in THIS GUY'S yard. There 's a plum-tree in this guy's yard.""",y,,,0,O,s-genitive,this guy,guy,A,Definite,2,0,0,0,0,0,yard,yard,1,0,0,0,0,0
gen-1051,CAN,Canadian,rpowlett,M,1943,62,"I mean, we could draw you a map and say, ""Well, there 's a peach-tree in this guy's yard. There 's a plum-tree in THIS GUY'S yard.""",y,,,0,O,s-genitive,this guy,guy,A,Definite,2,0,0,0,0,0,yard,yard,1,0,0,0,0,0
gen-1052,CAN,Canadian,rpowlett,M,1943,62,and then you 'd try and whack THE OTHER GUY'S chestnut and break it.,y,,,0,O,s-genitive,the other guy,guy,A,Definite,3,0,0,0,0,0,chestnut,chestnut,1,0,0,0,0,0
gen-1053,CAN,Canadian,rpowlett,M,1943,62,and see who got the marbles in the hole and they 'd win THE OTHER GUY'S marbles,y,,,0,O,s-genitive,the other guy,guy,A,Definite,3,0,0,0,0,0,marbles,marbles,1,0,0,0,0,0
gen-1054,CAN,Canadian,rpowlett,M,1943,62,So you 'd play your own games with 'em to win THE OTHER GUY'S cards.,y,,,0,O,s-genitive,the other guy,guy,A,Definite,3,0,0,0,0,0,cards,cards,1,0,0,0,0,0
gen-1055,CAN,Canadian,rpowlett,M,1943,62,"My parents were very poor and ah you-know, after MY FATHER'S money sort-of ran low,",y,,,0,O,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,money,money,1,0,0,0,0,0
gen-1056,CAN,Canadian,rpowlett,M,1943,62,"for the twenty-fourth-of-May, which was QUEEN-VICTORIA'S birthday.",y,,,0,N,s-genitive,Queen-Victoria,Queen-Victoria,A,Definite-pn,2,0,0,0,0,0,birthday,birthday,1,0,0,0,0,0
gen-1057,CAN,Canadian,rpowlett,M,1943,62,"So I was going out and trying to get carrots out of PEOPLE'S gardens or rhubarb or anything I could, to eat.",y,,,0,O,s-genitive,people,people,A,Indefinite,1,0,0,0,0,0,gardens,gardens,1,0,0,0,0,0
gen-1058,CAN,Canadian,rpowlett,M,1943,62,"I can see PEOPLE'S gardens and say, ""What a beautiful garden. I love that garden.""",y,,,0,O,s-genitive,people,people,A,Indefinite,1,0,0,0,0,0,gardens,gardens,1,0,0,0,0,0
gen-1059,CAN,Canadian,jbrighton,M,1944,63,Two weeks ago we were down at my SISTER'S place.,y,,none,0,O,s-genitive,my sister,sister,A,Definite,2,0,0,0,0,0,place,place,1,0,0,0,0,0
gen-1060,CAN,Canadian,jbrighton,M,1944,63,"My s- my SISTER'S husband's in the armed-forces,",y,,s-genitive,0,K,s-genitive,my sister,sister,A,Definite,2,0,0,0,0,0,husband,husband,1,0,0,0,0,0
gen-1061,CAN,Canadian,rpatry,F,1941,63,"Uh my great-grandmother was um, uh the love daughter OF A WELL-TO-DO MAN ",y,,none,0,K,of-genitive,a well-to-do man,man,A,Indefinite,5,0,0,0,0,0,the love daughter,daughter,2,0,0,0,0,0
gen-1062,CAN,Canadian,rpatry,F,1941,63,but Wellesley was um- Wellesley is the surname OF THE DUKE-WELLINGTON.,y,,none,0,N,of-genitive,the Duke-Wellington,Duke-Wellington,A,Definite-pn,3,0,0,0,0,0,the surname,surname,1,0,0,0,0,0
gen-1063,CAN,Canadian,sshapley,F,1940,63,"they 'd have these meetings and make the major decisions about shall the children sleep in children 's houses or shall they sleep at home,",y,,,0,O,s-genitive,children,children,A,Indefinite,1,0,0,0,0,0,houses,houses,1,0,0,0,0,0
gen-1064,CAN,Canadian,sshapley,F,1940,63,they started out by sleeping in children 's houses but now most of them sleep at home,q,ambiguous classifying genitive,,0,O,s-genitive,children,children,A,Indefinite,1,0,0,0,0,0,houses,houses,1,0,0,0,0,0
gen-1065,CAN,Canadian,sshapley,F,1940,63,"some women were assigned to these children's houses to take care of the children all day,",y,,,0,O,s-genitive,these children,children,A,Definite,2,0,0,0,0,0,houses,houses,1,0,0,0,0,0
gen-1066,CAN,Canadian,cslade,M,1943,64,Well DAD'S name is Karl and he just-,y,,none,0,N,s-genitive,dad,dad,A,Definite-pn,1,0,0,0,0,0,name,name,1,0,0,0,0,0
gen-1067,CAN,Canadian,cslade,M,1943,64,thatãs DAD'S middle name Karl Joshua.,y,,none,0,N,s-genitive,dad,dad,A,Definite-pn,1,0,0,0,0,0,middle name,name,2,0,0,0,0,0
gen-1068,CAN,Canadian,cslade,M,1943,64,we'd get DAD'S car ah it would always be a kind-of a group thing though,y,,none,0,O,s-genitive,dad,dad,A,Definite-pn,1,0,0,0,0,0,car,car,1,0,0,0,0,0
gen-1069,CAN,Canadian,cslade,M,1943,64,"He says ""I been offered A VICE-PRINCIPAL'S shift.""",y,,none,0,N,s-genitive,a vice-principal,vice-principal,A,Indefinite,3,0,0,0,0,0,shift,shift,1,0,0,0,0,0
gen-1070,CAN,Canadian,cslade,M,1943,64,It seems to be a part of almost EVERYBODY'S vocabulary when you talk and listen to them.,y,,none,0,N,s-genitive,everybody,everybody,A,Definite,1,0,0,0,0,0,vocabulary,vocabulary,1,0,0,0,0,0
gen-1071,CAN,Canadian,jryall,M,1940,64,"The- ah the thing of STACY'S background I always found fascinating is that when her grandparents immigrated to Canada,",y,,,0,N,s-genitive,Stacy,Stacy,A,Definite-pn,1,0,0,0,0,0,background,background,1,0,0,0,0,0
gen-1072,CAN,Canadian,jryall,M,1940,64,"what a difference it makes in this interview, in my life, in STACY'S life, because they-",y,,,0,N,s-genitive,Stacy,Stacy,A,Definite-pn,1,0,0,0,0,0,life,life,1,0,0,0,0,0
gen-1073,CAN,Canadian,jryall,M,1940,64,"now STACY'S mom was born in Canada so she was not part of the family,",y,,,0,K,s-genitive,Stacy,Stacy,A,Definite-pn,1,0,0,0,0,0,mom,mom,1,0,0,0,0,0
gen-1074,CAN,Canadian,jryall,M,1940,64,YOUR DAD'S cousin.,y,,,0,K,s-genitive,your dad,dad,A,Definite,2,0,0,0,0,0,cousin,cousin,1,0,0,0,0,0
gen-1075,CAN,Canadian,jryall,M,1940,64,"in STACY'S case, like after you graduated, they saw no reason for you, the girls- you weren 't supported were you?",y,,,0,N,s-genitive,Stacy,Stacy,A,Definite-pn,1,0,0,0,0,0,case,case,1,0,0,0,0,0
gen-1076,CAN,Canadian,jryall,M,1940,64,"The thing that saved our bacon was STACY'S arrogance, the way she drove, and our- our plates.",y,,,0,N,s-genitive,Stacy,Stacy,A,Definite-pn,1,0,0,0,0,0,arrogance,arrogance,1,0,0,0,0,0
gen-1077,CAN,Canadian,jryall,M,1940,64,"Every time I am in A DOCTOR'S office, I always do the dictionary thing.",y,,,0,N,s-genitive,a doctor,doctor,A,Indefinite,2,0,0,0,0,0,office,office,1,0,0,0,0,0
gen-1079,CAN,Canadian,jryall,M,1940,64,"With this year especially, with some of- some of MATT'S teachers, I- I love them actually.",y,,,0,N,s-genitive,Matt,Matt,A,Definite-pn,1,0,0,0,0,0,teachers,teachers,1,0,0,0,0,0
gen-1080,CAN,Canadian,jryall,M,1940,64,Would that Kris-- be KRISTAN'S school?,y,,,0,N,s-genitive,Kristan,Kristan,A,Definite-pn,1,0,0,0,0,0,school,school,1,0,0,0,0,0
gen-1081,CAN,Canadian,jryall,M,1940,64,"and that was part of THIS MAYOR'S problem when Toronto 's not getting consideration, because that presents a particular problem for metro",y,,,0,N,s-genitive,this mayor,mayor,A,Definite,2,0,0,0,0,0,problem,problem,1,0,0,0,0,0
gen-1082,CAN,Canadian,dkearly,M,1939,66,"Ah, MY FATHER'S parents came, I believe, in the eighteen-eighties.",y,,,0,K,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,parents,parents,1,0,0,0,0,0
gen-1083,CAN,Canadian,dkearly,M,1939,66,"and it was his son, Leopold, who came to Canada. MY FATHER'S father.",y,,,0,K,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-1084,CAN,Canadian,dkearly,M,1939,66,"MY MOTHER'S parents came from Glasgow, ah she was born here as well.",y,,,0,K,s-genitive,my mother,mother,A,Definite,2,0,0,0,0,0,parents,parents,1,0,0,0,0,0
gen-1085,CAN,Canadian,dkearly,M,1939,66,it knocked the ah chimney off MY PARENT'S house.,y,,,1,O,s-genitive,my parents,parents,A,Definite,2,0,0,0,0,0,house,house,1,0,0,0,0,0
gen-1086,CAN,Canadian,dkearly,M,1939,66,And I was teaching a class in economics and ah just trying to find somebody to come in to talk about business. And NOAH'S father came in.,y,,,0,K,s-genitive,Noah,Noah,A,Definite-pn,1,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-1087,CAN,Canadian,dkearly,M,1939,66,I don 't think there 's been ever been any society that hasn 't brewed something or grown something that changes a PERSON'S mood.,y,,,0,N,s-genitive,a person,person,A,Indefinite,2,0,0,0,0,0,mood,mood,1,0,0,0,0,0
gen-1088,CAN,Canadian,dkearly,M,1939,66,"My grandfather, MY MOTHER'S father, was a musician with the Toronto-Symphony.",y,,,0,K,s-genitive,my mother,mother,A,Definite,2,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-1089,CAN,Canadian,dkearly,M,1939,66,"And MY mo-- FATHER'S father was delivering ice for Lake-Simcoe-Ice-and-Fuel,",y,,,0,K,s-genitive,my father,father,A,Definite,2,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-1090,CAN,Canadian,dkearly,M,1939,66,"I can remember, for example, somebody like FRANK-SINATRA AND PAUL ANKA'S song, 'My-Way'.",y,,,0,N,s-genitive,somebody like Frank Sinatra and Paul Anka,Frank Sinatra,A,Definite-pn,7,1,0,0,0,0,song,song,1,0,0,0,0,0
gen-1091,CAN,Canadian,dkearly,M,1939,66,"And I was a very accurate- like expression of FRANK SINATRA'S wife because I remember his last wife was being interviewed in Hollywood,",y,,,0,K,s-genitive,Frank Sinatra,Frank Sinatra,A,Definite-pn,2,0,0,0,0,0,wife,wife,1,0,0,0,0,0
gen-1092,CAN,Canadian,dkearly,M,1939,66,"And then the stunner, again, was the man who was shot on Sunday, before J-F-K'S funeral.",y,,,0,N,s-genitive,JFK,JFK,A,Definite-pn,1,0,0,1,0,0,funeral,funeral,1,0,0,0,0,0
gen-1093,CAN,Canadian,dkearly,M,1939,66,And we 'd see um a person riding down the street on a black bicycle with a black uniform with a telegram indicating that SOMEBODY'S ah son or brother or whatever had died.,y,,,0,K,s-genitive,somebody,somebody,A,Indefinite,1,0,0,0,0,0,son or brother or whatever,son,5,1,0,0,0,0
gen-1094,CAN,Canadian,dkearly,M,1939,66,"They arranged the killing OF JOHN, and Robert-Kennedy had to leave.",y,,,0,N,of-genitive,John,John,A,Definite-pn,1,0,0,0,0,0,the killing,killing,1,0,0,0,0,0
gen-1095,CAN,Canadian,mshapley,M,1936,67,"um, one of the focus of her parents [5] yes [019] was what? [020] concerts um [019] yeah, lots of concerts",y,,,1,N,of-genitive,her parents,parents,A,Definite,2,0,0,0,0,0,the focus,focus,1,0,0,0,0,0
gen-1096,CAN,Canadian,gwashington,F,1938,69,well that's NORMAN'S story that he'll be wanting to tell you,y,,none,0,N,s-genitive,Norman,Norman,A,Definite-pn,1,0,0,0,0,0,story,story,1,0,0,0,0,0
gen-1097,CAN,Canadian,gwashington,F,1938,69,but NORMAN'S people were going to the Gospel church,y,,none,0,N,s-genitive,Norman,Norman,A,Definite-pn,1,0,0,0,0,0,people,people,1,0,0,0,0,0
gen-1098,CAN,Canadian,gwashington,F,1938,69,MOTHER'S cousin was being married,y,,none,0,K,s-genitive,mother,mother,A,Definite-pn,1,0,0,0,0,0,cousin,cousin,1,0,0,0,0,0
gen-1099,CAN,Canadian,jdaniels,F,1939,69,"we find out there, that the wife OF THIS GREAT-GRANDFATHER, Sean Levine and she was a Ramsey, which was a very important name in the area,",y,,of-genitive,0,K,of-genitive,this great-grandfather,great-grandfather,A,Definite,3,0,0,0,0,0,the wife,wife,1,0,0,0,0,0
gen-1100,CAN,Canadian,jdaniels,F,1939,69,my DAD'S brother was there for a few years as well.,y,,none,0,K,s-genitive,my dad,dad,A,Definite,2,0,0,0,0,0,brother,brother,1,0,0,0,0,0
gen-1101,CAN,Canadian,jdaniels,F,1939,69,"her mother would've been my MOTHER'S sister, and they lived in Rodin-Township,",y,,none,0,K,s-genitive,my mother,mother,A,Definite,2,0,0,0,0,0,sister,sister,1,0,0,0,0,0
gen-1102,CAN,Canadian,jdaniels,F,1939,69,"wasn't too far from where MOM'S home was when you-know, when she was growing up.",y,,s-genitive,0,O,s-genitive,mom,mom,A,Definite-pn,1,0,0,0,0,0,home,home,1,0,0,0,0,0
gen-1103,CAN,Canadian,jdaniels,F,1939,69,"if you were the LEADER'S daughter, you tended to get put into these roles without being asked whether you wanted to or not.",y,,none,0,K,s-genitive,the leader,leader,A,Definite,2,0,0,0,0,0,daughter,daughter,1,0,0,0,0,0
gen-1104,CAN,Canadian,jdaniels,F,1939,69,"they would meet probably once a month and we would have basically a you-know, your PRESIDENT'S report, a secretary treasure's report,",y,,none,0,N,s-genitive,your president,president,A,Definite,2,0,0,0,0,0,report,report,1,0,0,0,0,0
gen-1105,CAN,Canadian,jdaniels,F,1939,69,"they would meet probably once a month and we would have basically a you-know, your president's report, a SECRETARY TREASURE'S report,",y,,s-genitive,0,N,s-genitive,a secretary treasure,treasure,A,Indefinite,3,0,0,0,0,0,report,report,1,0,0,0,0,0
gen-1106,CAN,Canadian,jdaniels,F,1939,69,it was in there that I found out the arrangement just to pay for GREAT-GRAMPA'S funeral.,y,,of-genitive,0,N,s-genitive,great-grampa,great-grampa,A,Definite-pn,2,0,0,0,0,0,funeral,funeral,1,0,0,0,0,0
gen-1107,CAN,Canadian,jdaniels,F,1939,69,that would be my maternal grandfather's- GRANDMOTHER'S father.,y,,s-genitive,0,K,s-genitive,my maternal grandmother,grandmother,A,Definite,3,0,0,0,0,0,father,father,1,0,0,0,0,0
gen-1108,CAN,Canadian,jdaniels,F,1939,69,"my HUSBAND'S great-grandfather who had been adopted because his mother died the same year he was born, he was adopted by her um, her sister and husband",y,,none,0,K,s-genitive,my husband,husband,A,Definite,2,0,0,0,0,0,great-grandfather,great-grandfather,2,0,0,0,0,0
